,year,month,day,url,title,text
0,1400,12,31,https://www.mashreghnews.ir/photo/1351544/عکس-دادگاه-مطالبه-خسارت-های-ناشی-از-شهادت-حاج-قاسم,عکس/ دادگاه مطالبه خسارت‌های ناشی از شهادت حاج قاسم,دومین دادگاه رسیدگی به پرونده مطالبه خسارت مادی معنوی و تنبیهی ناشی از شهادت سردار شهید حاج قاسم سلیمانی به ریاست قاضی پورمریدی در شعبه ۵۵ دادگاه عمومی و حقوقی تهران برگزار شد.
1,1400,12,31,https://www.mashreghnews.ir/photo/1351491/عکس-کروکودیل-۴۵-روزه,عکس/ کروکودیل ۴۵ روزه,
2,1400,12,31,https://www.mashreghnews.ir/news/1351443/برای-درک-بهتر-عملیات-ویژه-سپاه-پاسداران-به-این-جمله-دقت-کنید,برای درک بهتر عملیات ویژه سپاه‌پاسداران به این جمله دقت کنید,"به گزارش مشرق، یک کاربر فضای مجازی در توییتر نوشت: ‏برای درک بهتر عملیات ویژه سپاه‌پاسداران در عمق استراتژیک رژیم صهیونیستی،آخرین پیام رهبر انقلاب را با دقت بخوانیم: در حال عبور از یک پیچ تاریخی هستیم...

انتقام سخت، نمای بیرونی جنگ ارادهها و ایجاد هاب مقاومت در برابر قطب‌بندی‌های قدیمی بین‌المللی است! قوی‌تر می‌شویم.

*بازنشر مطالب شبکه‌های اجتماعی به منزله تأیید محتوای آن نیست و صرفا جهت آگاهی مخاطبان از فضای این شبکه‌ها منتشر می‌شود."
3,1400,12,31,https://www.mashreghnews.ir/news/1351525/واکنش-آمریکا-به-حمله-موشکی-به-مراکز-موساد-در-اربیل,واکنش آمریکا به حمله موشکی به مراکز موساد در اربیل,"به گزارش مشرق، برخی منابع عراقی بامداد یکشنبه از شنیده‌شدن صدای انفجارهای مهیب در شهر «اربیل» در منطقه کردستان عراق خبر دادند و کانال «صابرین‌نیوز» گزارش داد که ده‌ها انفجار شهر اربیل را لرزانده است.

پس از انتشار اخبار اولیه، شبکه الجزیره گزارش کرد که «ساختمان جدید و در حال ساخت کنسولگری آمریکا در اربیل»، هدف حمله موشکی امشب بود.

در همین راستا، یکی از مقام‌های ارشد وزارت خارجه آمریکا در گفت‌وگو با شبکه الجزیره ضمن محکوم کردن این حمله گفت: «حمله شرم‌آور به کنسولگری خود در اربیل را محکوم می‌کنیم و مقامات عراقی و کُرد در حال بررسی این حادثه هستند».

این مقام آمریکایی همچنین گفت که مجتمع کنسولگری آمریکا هیچ آسیبی ندیده است و «حمله به کنسولگری آمریکا در اربیل تلفات یا خسارتی بر جای نگذاشت».

از طرف دیگر مقام‌های آمریکایی به سرعت ایران را عامل این حملات اعلام کرند و روزنامه آمریکایی «وال استریت ژورنال» گزارش کرد که مقام‌های آمریکایی مدعی شده‌اند که حمله موشکی بامداد یکشنبه که در مجاورت کنسولگری جدید در حال ساخت آمریکا در شمال عراق فرود آمد، از ایران نشأت گرفته است.

طبق این گزارش، این مقام‌های آمریکایی گفته‌اند که مجتمع کنسولگری آمریکا هدف قرار گرفته نشده است و به پرسنل آمریکایی نیز آسیبی وارد نشده است و افزودند که دقیقاً از این‌که چه چیزی هدف قرار گرفته شده است، اطلاعی ندارند و این حمله در دست تحقیق است.

روزنامه وال استریت ژورنال همچنین گزارش کرد که مقام‌های آمریکایی گفته‌اند که حملات موشکی بامداد امروز، انتقام حملات هوایی روز دوشنبه هفته گذشته رژیم صهیونیستی در سوریه بوده است و «سعید خطیب‌زاده» سخنگوی وزارت خارجه ایران پس از این حملات گفته بود که ایران گام‌هایی را برای مسئول نگه داشتن رژیم صهیونیستی انجام خواهد داد.

طبق این گزارش، وزارت خارجه آمریکا با صدور بیانیه‌ای گفته است: دولت عراق و دولت اقلیم کردستان در حال بررسی این حادثه هستند.ما این حمله ظالمانه و نمایش خشونت را محکوم می‌کنیم.»

پیش از این صابرین‌نیوز به نقل از یک منبع امنیتی نوشت: «دو مرکز آموزشی پیشرفته متعلق به موساد اسرائیل در اربیل در شمال عراق با موشک‌های بالستیک مورد حمله قرار گرفتند».

مدیرکل فرودگاه بین‌المللی اربیل به شبکه رووداو گفت که حمله موشکی امشب هیچ پروازی را تحت تأثیر قرار نداده و همه پروازها طبق برنامه انجام می‌شود."
4,1400,12,31,https://www.mashreghnews.ir/news/1351542/بیمه-مسافرتی-سرمد-ضمانت-آرامش-شما,بیمه مسافرتی سرمد؛ ضمانت آرامش شما,"بسیاری از ما هر ساله در تعطیلات سال جدید و عید نوروز و البته به طور ویژه امسال و بعد از واکسیناسیون عمومی و فروکش کردن پاندمی کووید ۱۹، برای یک مسافرت خاطره‌انگیز برنامه‌ریزی می‌کنیم.

البته یک مسافرت خاطره‌انگیز به ویژه اگر مقصد آن خارج از کشور باشد، علاوه بر برنامه‌ریزی، به امنیت و آرامش خاطر هم نیاز دارد. اگر در طول سفر، برای شما اتفاق غیرمنتظره‌ای مثل بیماری و حادثه، از دست رفتن مدارک یا گم کردن چمدان رخ دهد؛ در چنین مواقعی چه باید کرد؟

بیمه سرمد با ارائه بیمه مسافرتی، تکیه‌گاه مطئمن شما در سفر است تا شما با آرامش و امنیت خاطر از سفرتان لذت ببرید.

اگر در طول مدت سفر، دچار بیماری یا حادثه شوید، هزینه درمان بیماری با توجه به قیمت بالای ارز، برای شما بسیار گران تمام می‌شود و ممکن است یک سرماخوردگی ساده، هزینه‌های سنگینی روی دست شما بگذارد. با داشتن بیمه مسافرتی سرمد، ما هزینه‌های درمان شما را بر اساس قرارداد تا سقف ۵۰.۰۰۰ یورو، پرداخت خواهیم کرد.

این را به یاد داشته باشید که بیمه مسافرتی برای سفرهای خارج از کشور است و یکی از مدارک موردنیاز برای اخذ ویزا از سفارت‌خانه کشورها است، اما حتی اگر الزامی برای تهیه آن وجود نداشته باشد، توصیه می‌شود برای جلوگیری از هزینه‌های سرسام‌آور در خارج از کشور، حتما این بیمه‌نامه را تهیه کنید.

با بیمه مسافرتی سرمد، موارد اورژانسی درمانی پزشکی و بستری و فوریت‌های دندانپزشکی مثل دندان‌درد، درمان عفونت و کشیدن دندان و البته غرامت اتفاقات ناگواری مثل فوت مسافر هم تحت پوشش قرار می‌گیرد.

از دیگر اتفاقاتی که در سفرهای خارجی بسیار اتفاق می‌افتد؛ گم کردن یا به سرقت رفتن مدارک شناسایی یا گذرنامه است، با برخورداری از بیمه مسافرتی سرمد، شما می‌توانید غرامت مفقودی یا سرقت مدارک خود مانند شناسنامه، کارت ملی، گواهینامه، گذرنامه را نیز دریافت کنید.

در صورت بروز هرکدام از این حوادث، کافی است بیمه‌گذار یا همراهان او با بیمه سرمد تماس بگیرند و موضوع را گزارش کنند، بیمه سرمد خسارت را طی حداکثر۳۰ روز پرداخت می‌کند.

بر اساس آیین نامه بیمه مرکزی، مسافران و بیمه گذاران در سفرهای کمتر از ۹۲ روز متوالی، امکان بهره‌مندی از پوشش‌های بیمه مسافرتی را دارند. در مورد طرح‌های ۶ ماهه و یک ساله نیز اگر بیمه‌گذار به تعدادی سفر در کمتر از ۹۲ روز متوالی برود، در تمام آنها می‌تواند از پوشش‌های بیمه مسافرتی خود استفاده کند که البته مدت بیمه‌نامه مسافرتی نیز از زمان درج مهر خروج در پاسپورت آغاز می‌شود.

برای کسب اطلاعات بیشتر و خرید بیمه مسافرتی سرمد، کافی است با مرکز تماس۲۴ ساعته بیمه سرمد با شماره تلفن سراسری ۱۵۱۶ تماس بگیرید تا در هر ساعت از شبانه‌روز و به صورت آنی، بیمه‌نامه مسافرتی برای شما صادر شود.

در نگاه اول شاید بیمه مسافرتی هزینه‌ای اضافی به نظر برسد که بر مسافر تحمیل می‌شود، اما برخلاف این تصور، بیمه مسافرتی ضمانتِ آرامش شما در سفر است."
5,1400,12,31,https://www.mashreghnews.ir/news/1351529/رتبه-بندی-آثار-سینمایی-ساخته-شده-از-بتمن,رتبه بندی آثار سینمایی ساخته شده از بتمن,"به گزارش مشرق، شخصیت بتمن Batman دهه‌ها است که روی پرده سینما حضور دارد، به همین دلیل در این مقاله قصد داریم تا آثار سینمایی آن را رتبه بندی نماییم.

در سال ۲۰۲۲ شاهد بازگشت شوالیه گاتهام به پرده سینما توسط مت ریوز (Matt Reeves) هستیم. شخصیتی که به یکی از نمادهای ژانر ابرقهرمانی تبدیل شده و طرفداران بی‌شماری کسب کرده است.

با این حال باید بدانید که همیشه این گونه نبوده است. این تیم برتون (Tim Burton) بود که ثابت نمود شوالیه تاریکی می‌تواند در عصر طلایی سینما حاضر شود و پس از آن کمپانی برادران وارنر در حال ادامه این راه بوده است.

با هر فیلمی که از بتمن ساخته می‌شود، بیشتر به این موضوع پی می‌بریم که او می‌تواند جالب‌ترین شخصیت DC باشد. بتمن چنان از محبوبیت گسترده‌ای برخوردار است که حتی ضعیف‌ترین اقتباس‌های ساخته شده‌اش نیز با استقبال خوبی از سمت مردم روبرو می‌شود.

آدام وست (Adam West)، مایکل کیتون (Michael Keaton)، وال کیلمر (Val Kilmer)، جورج کلونی (George Clooney)، کریستین بیل (Christian Bale)، بن افلک (Ben Affleck) و در آخر رابرت پتینسون (Robert Pattinson) بازیگرانی بوده‌اند که در قامت بروس وین ظاهر شده و هر کدام به نوبه خود بتمن را به تصویر کشیده‌اند.

با این حال بهترین بتمن سینما کدام است؟ سوالی که در این مقاله به آن پاسخ خواهیم داد و از بدترین تا بهترین اقتباس‌های شوالیه تاریکی را معرفی خواهیم نمود.

Batman & Robin

کمتر کسی می‌تواند نکته مثبتی درباره Batman & Robin ذکر کند، زیرا حتی خود جورج کلونی نیز در یک جمله معروف پس از اکران فیلم، اعلام کرد که این فرنچایز کشته شده است.

بتمن او تمامی جنبه‌های جدی‌گرایانه این شخصیت را نادیده گرفت و به دوران ابتدایی بتمن بازگشت، اما حتی با این وجود نیز لحن فیلم بیش از حد کارتونی شده بود. بازی بد بازیگران فیلم به همراه لباس زشت بتمن باعث شد تا Batman & Robin به عنوان فاجعه بارترین اقتباس سینمایی بتمن لقب گرفته و تا مدت‌ها باعث غیبت این شخصیت در سینما بشود.

Batman V. Superman: Dawn of Justice

نخستین رویارویی شوالیه تاریکی و پسر کریپتون در سینما نمی‌توانست شکست بخورد، مگر نه؟

با این حال انتظارات از Batman V. Superman: Dawn of Justice که توسط زک اسنایدر (Zack Snyder) ساخته شده بود، به حدی بالا رفت که حجم داستانی گسترده آن به ضررش تمام شود. مسئله‌ای که DC و وارنر قصد داشتند توسط آن به دنیای سینمایی مارول پاسخ دهند و به همین خاطر فیلم را کشتند.

با وجود این که فیلم فاجعه بار نبود، اما دلیل رویایی بتمن بن افلک با سوپرمن مملو از تناقصات عجیبی بود که با دیالوگ “مارتا” به اوج خود رسید. شاید قوی‌ترین عنصر Batman V. Superman معرفی گل گدوت (Gal Gadot) به عنوان Wonder Woman جدید سینما بود.

Batman (۱۹۶۶)

این فیلم که ادامه‌ای بر مجموعه‌ای از بتمن در سال ۱۹۶۰ بود، آدام وست و برت وارد (Burt Ward) را در نقش بتمن و رابین قرار داده و محصولی سرگرم کننده را شکل داده بود.

شاید بتمنی که در سال ۱۹۶۶ ساخته شد، یکی از بهترین اقتباس‌های این شخصیت نباشد، اما با وجود این که بیش از ۵۰ سال از آن می‌گذرد هم‌چنان هم از آن یاد شده و یک نوستالژی برای طرفداران فیلم‌های ابرقهرمانی حساب می‌شود که همیشه در یادها باقی خواهد ماند.

Batman Forever

جوئل شوماخر (Joel Schumacher) که پس از تیم برتون وظیفه ساخت فیلمی از بتمن را بر عهده گرفته بود، به خاطر این که از فضای گوتیک و تاریک تیم برتون فاصله گرفت، با انتقادات بسیاری روبرو شد.

در این فیلم شاهد شخصیت‌های شرور بسیار کلیشه‌ای هستیم که جذابیتی ندارند، با این حال روایت داستان رابین به درستی انجام می‌پذیرد. وال کیلمر در نقش بتمن، لایه‌های جدید و دست کم گرفته شده‌ای را به این شخصیت اضافه می‌کند که البته ارتباط عاطفی او با نیکول کیدمن (Nicole Kidman) ضعیف جلوه می‌نماید.

او به عنوان یک مربی برای رابین به خوبی ایفای نقش می‌کند و در کنار موسیقی زیبایی که برای این اثر ساخته شده بود، ترکیب جالبی را به مخاطبان ارائه می‌دهد. با وجود این که داستان رابین از جذابیت خاصی برخوردار است، اما بیشتر از آن‌چه که می‌بایست، مسن به نظر می‌رسد.

The Dark Knight Rises

آخرین بتمن کریستوفر نولان (Christopher Nolan) که آن‌چنان بازخورد مثبتی از منتقدین دریافت نکرد، اما هم‌چنان یکی از آثار برتر شوالیه تاریکی در سینما محسوب می‌شود.

این فیلم که از کمیک No Man’s Land الهام گرفته بود، یک رویارویی واقع گرایانه از بتمن در مقابل بین با نقش آفرینی تام هاردی (Tom Hardy) را رقم زد. نقش‌های مکمل فیلم، با وجود این که انتقادهایی به آن‌ها وارد شده بود، اما در کنار بازی استثنایی کریستین بیل اثر باشکوهی را پدید آوردند.

متاسفانه در این فیلم شاهد پیچ و تاب‌های ناخوشایندی حول تالیا الغول هستیم که از جذابیت کافی برخوردار نیست، با این حال The Dark Knight Rises از جلوه‌های ویژه چشم نوازی بهره می‌برد که داستان بروس وین را در قامت بتمن به خوبی به پایان می‎‌رساند.

Batman: Mask Of The Phantasm

شاید بتوان Mask of the Phantasm را نادیده گرفته شده‌ترین اثر بتمن دانست که به اندازه آثار تیم برتون یا کریستوفر نولان مورد ستایش قرار نگرفته است، زیرا بیشتر به یک عنوان یک اثر انیمیشنی شناخته می‌شود.

با این حال این اثر که از فضای ترسناک گوتیک، اکشن کارتونی کلاسیک و داستان عاشقانه بهره می‌برد، یکی از جذاب‌ترین عناوین ساخته شده براساس بتمن را به مخاطبان تحویل می‌دهد.

کوین کانروی (Kevin Conroy) به زیبایی بتمن را به مخاطب معرفی می‌کند و از همتایان خود هیچ کم و کاستی ندارد. اثری زیبا که انگار دقیقاً از لا به لای صفحات کتاب‌های کمیک جان گرفته است.

Batman (۱۹۸۹)

نخستین ساخته تیم برتون باعث شد تا بتمن به جایگاه فعلی خود در سینما برسد و اثری نام بگیرد که در آینده این شخصیت تاثیر بسزایی داشته باشد.

هنرنمایی تماشایی مایکل کیتون در نقش بتمن و جک نیکلسون (Jack Nicholson) در نقش جوکر باعث می‌شود تا نه تنها طرفداران آثار کمیک را به خود جذب نماید، بلکه تیم برتون با بازسازی داستان جوکر، افراد تازه‌ای را با این ژانر و بتمن آشنا کند.

مانند دیگر آثار تیم برتون، در فیلم بتمن شاهد دنیای تاریک و گوتیکی هستیم که از پیر تا جوان، هر مخاطبی را جذب دنیای خاص شوالیه تاریکی می‌کند.

Batman Begins

جورج کلونی تصور کرد که در کشتن فرنچایز بتمن نقش داشته است، اما این پایان راه شوالیه تاریکی نبود.

اقتباس آزاد و واقع گرایانه کریستوفر نولان از بتمن به همراه تیم بازیگری خارق العاده آن باعث شد تا شاهد بازگشت شکوهمندانه بروس وین به پرده سینما باشیم. فیلم Batman Begins داستان تبدیل شدن بروس وین به بتمن را با شخصیت‌های شروری همچون مترسک و راس الغول، در غالب دنیایی واقع گرایانه به تصویر کشید.

با وجود این که این فیلم هم در روایت یک داستان عاشقانه از بروس وین شکست می‌خورد، اما جسارتی که نولان در روایت جدید بتمن به خرج می‌دهد و کلیشه‌های این شخصیت را کنار می‌زند، باعث می‌شود تا پس از مدت‌ها شاهد موفقیت بتمن در نزد منتقدین و مخاطبین باشیم.

The Batman۲۰۲۲

شاید ساخته جدید مت ریوز بهترین اقتباس سینمایی بتمن نباشد، اما نمی‌توان روایت فلسفی و متفاوت آن را نادیده گرفت.

اثری که پیچیده‌تر از The Dark Knight است، اما به اندازه Batman Returns غم انگیز و سیاه نیست. ساخته جدید مت ریوز، بهتر از هر بتمن دیگری موفق می‌شود تا لایه‌های بروس وین جوان را بررسی کند و تیم بازیگران این اثر که رابرت پتینسون در راس آن قرار دارد، نقش آفرینی‌های جذابی را به مخاطب ارائه می‌کنند.

از معدود نکات منفی The Batman می‌توان زمان طولانی و به حاشیه رفتن پل دینو (Paul Dano) و کالین فارل (Colin Farrell) را نام برد که شایستگی حضور پر رنگ‌تری را داشتند.

Batman Returns

تیم برتون و ماکیل کیتون که تازه همکاری خود را آغاز کرده بودند، با اعتماد به نفس بیشتری برای دنباله بتمن بازگشتند که در نهایت نیز اثر شایسته‌ای را تحویل دادند.

فضای گوتیک گاتهام به لطف کریسمس، دیدنی‌تر از قبل شده بود و دنی دویتو (Danny DeVito) و میشل فایفر (Michelle Pfeiffer) با هنرنمایی زیبای خود، موفق شدند تا جایگزین شایسته‌ای برای نیکلسون باشند.

فیلم Batman Returns موفق می‌شود تا لایه‌های جدیدی را به بتمن مایکل کیتون اضافه کند و یکی از بهترین فیلم‌های ساخته شده از این شخصیت را شکل دهد.

The Dark Knight

در نهایت فیلم The Dark Knight نولان که می‌تواند لقب بهترین اقتباس از شخصیت بتمن را دریافت کند.

فیلمی که سرشار از لایه‌های سیاسی، فلسفی و اخلاقی بوده و هیث لجر (Heath Ledger) فقید، موفق می‌شود یکی از برترین شخصیت‌های شرور تاریخ سینما را به تصویر بکشد. هنرنمایی لجر در کنار بازی کریستین بیل و موسیقی هانس زیمر (Hans Zimmer) و جیمز نیوتن هاوارد (James Newton Howard) اثری را پدید آورد که هر مخاطبی را به وجد می‌آورد.

فیلم The Dark Knight موفق شد تا در زمان خود باکس آفیس را به آتش کشیده و تمامی آثار ژانر ابرقهرمانی بعد از خود را تحت الشعاع قرار دهد.

منبع: گیمفا"
6,1400,12,31,https://www.mashreghnews.ir/photo/1351498/عکس-شکوه-بهاری-در-گلستان,عکس/ شکوه بهاری در گلستان,
7,1400,12,31,https://www.mashreghnews.ir/news/1351531/انتقام-شهادت-دو-رزمنده-به-مراتب-دردناک-تر-و-مرگبارتر-خواهد-بود,انتقام شهادت دو رزمنده به مراتب دردناک‌تر و مرگبارتر خواهد بود,"به گزارش مشرق، محمد ایمانی فعال رسانه‌ای در توییتر نوشت:

‏۱۲ موشک قدرتمندی که پایگاه موساد در اربیل را شخم زد، به تلافی خرابکاری تروریستی در کرمانشاه بود.

انتقام از جنایت اسرائیل در حومه دمشق و شهادت دو رزمنده ایرانی، به مراتب دردناک تر و مرگبار تر خواهد بود؛

احتمالا در موقعیتی بسیار نزدیک به صهیونیست ها.

*بازنشر مطالب شبکه‌های اجتماعی به منزله تأیید محتوای آن نیست و صرفا جهت آگاهی مخاطبان از فضای این شبکه‌ها منتشر می‌شود."
8,1400,12,31,https://www.mashreghnews.ir/news/1351421/قیمت-آپارتمان-در-خیابان-ولیعصر-تهران-جدول,قیمت آپارتمان در خیابان ولیعصر تهران +جدول,"به گزارش مشرق، خیابان ولی‌عصر، بلندترین خیابان درختکاری شده تهران و همچنین بلندترین خیابان خاورمیانه با طول ۱۸ کیلومتر است که از میدان راه‌آهن در میانه جنوبی تهران آغاز شده و به میدان تجریش در منطقه شمیران در شمال تهران می‌رسد.

قیمت مسکن در نیمه جنوبی این خیابان گاهی تا متری حدود ۲۲ تا ۲۳ میلیون تومان می رسد و در نیمه شمالی این خیابان قیمت هر مترمربع مسکن از ۷۰ میلیون تومان عبور می کند. البته سال ساخت آپارتمان، امکانات آن و موقعیت مسکن از مهم ترین فاکتورهای تعیین کننده قیمت آپارتمان در خیابان ولیعصر تهران است.

در ادامه قیمت تعدادی از آپارتمان های خیابان ولیعصر تهران را با استناد به آخرین فایل های فروش مشاوران املاک را می بینید:

منبع:اقتصادآنلاین"
9,1400,12,31,https://www.mashreghnews.ir/news/1351434/پیام-شلیک-موشک-از-تبریز-به-جای-کرمانشاه-چیه,پیام شلیک موشک از تبریز به جای کرمانشاه چیه؟,"به گزارش مشرق، یک کاربر فضای مجازی در توییتر نوشت:

‏پیام شلیک موشک از تبریز به جای کرمانشاه به اندازه کافی رسا بود یا نیازه موضوع رو بازتر کنیم!

*بازنشر مطالب شبکه‌های اجتماعی به منزله تأیید محتوای آن نیست و صرفا جهت آگاهی مخاطبان از فضای این شبکه‌ها منتشر می‌شود."
